id,order_id,payment_method,amount
89,46,bank_transfer,100
90,46,gift_card,100
91,47,gift_card,300
92,47,gift_card,400
93,47,credit_card,300
94,48,coupon,400
95,48,credit_card,300
96,48,gift_card,200
97,49,bank_transfer,300
98,50,gift_card,500
99,50,credit_card,200
100,51,coupon,100
101,51,gift_card,200
102,51,credit_card,400
103,52,coupon,500
104,52,gift_card,100
105,52,credit_card,200
106,53,bank_transfer,300
107,53,gift_card,200
108,53,coupon,100
109,54,bank_transfer,300
110,54,bank_transfer,600
111,54,gift_card,100
112,55,coupon,800
113,55,bank_transfer,100
114,56,credit_card,100
115,56,credit_card,100
116,56,coupon,500
117,57,gift_card,400
118,58,credit_card,400
119,58,coupon,500
120,58,credit_card,100
121,59,coupon,200
122,60,coupon,100
123,61,credit_card,600
124,61,bank_transfer,200
125,61,credit_card,200
126,62,gift_card,800
127,63,coupon,600
128,63,bank_transfer,200
129,64,credit_card,700
130,65,coupon,100
131,66,bank_transfer,800
132,67,credit_card,400
133,67,credit_card,500
134,68,coupon,800
135,69,gift_card,200
136,70,bank_transfer,400
137,71,credit_card,500
138,72,gift_card,400
139,73,gift_card,300
140,73,credit_card,300
141,73,gift_card,400
142,74,gift_card,600
143,74,bank_transfer,200
144,74,bank_transfer,200
145,75,bank_transfer,600
146,76,credit_card,400
147,76,coupon,400
148,77,bank_transfer,700
149,78,gift_card,300
150,79,credit_card,600
151,79,credit_card,200
152,80,gift_card,600
153,80,credit_card,100
154,80,coupon,200
155,81,bank_transfer,200
156,81,bank_transfer,500
157,81,gift_card,200
158,82,coupon,300
159,82,coupon,300
160,83,credit_card,800
161,83,credit_card,100
162,84,credit_card,600
163,85,coupon,600
164,85,credit_card,200
165,86,gift_card,100
166,86,coupon,800
167,86,coupon,100
168,87,bank_transfer,300
169,87,credit_card,400
170,87,gift_card,300
171,88,coupon,800
172,88,credit_card,100
173,89,bank_transfer,600
174,89,credit_card,300
175,90,gift_card,100
176,90,coupon,100
177,91,bank_transfer,400
178,91,coupon,300
179,91,credit_card,200
180,92,gift_card,800
181,93,coupon,500
182,93,credit_card,400
183,93,gift_card,100
184,94,credit_card,500
185,94,coupon,200
186,94,credit_card,300
187,95,gift_card,500
188,96,credit_card,200
189,96,coupon,700
190,97,credit_card,400
191,98,credit_card,500
192,99,credit_card,200
193,100,gift_card,600
194,100,gift_card,100
195,100,bank_transfer,300
196,101,coupon,700
197,102,bank_transfer,500
198,103,gift_card,100
199,104,credit_card,400
200,104,bank_transfer,200
201,104,coupon,200
202,105,coupon,100
203,106,credit_card,700
204,107,credit_card,100
205,107,coupon,200
206,107,gift_card,300
207,108,credit_card,100
208,108,coupon,200
209,109,gift_card,700
210,110,credit_card,400
211,111,credit_card,800
212,112,gift_card,500
213,112,coupon,300
214,112,bank_transfer,200
215,113,gift_card,400
216,113,bank_transfer,300
217,114,gift_card,600
218,115,gift_card,800
219,115,bank_transfer,100
220,115,credit_card,100
221,116,bank_transfer,500
222,116,credit_card,200
223,116,bank_transfer,300
224,117,bank_transfer,600
225,118,credit_card,300
226,118,gift_card,100
227,118,credit_card,100
228,119,bank_transfer,600
229,119,credit_card,300
230,120,coupon,500
231,120,credit_card,400
232,120,coupon,100
233,121,gift_card,700
234,121,gift_card,200
235,121,credit_card,100
236,122,gift_card,600
237,122,gift_card,100
238,123,bank_transfer,300
239,124,gift_card,400
240,124,credit_card,100
241,124,bank_transfer,500
242,125,credit_card,700
243,125,gift_card,200
244,126,gift_card,200
245,126,coupon,700
246,127,gift_card,100
247,127,bank_transfer,200
248,128,coupon,800
249,128,credit_card,100
250,128,credit_card,100
251,129,bank_transfer,300
252,130,credit_card,600
253,130,coupon,100
254,130,bank_transfer,200
255,131,credit_card,100
256,131,gift_card,800
257,132,credit_card,400
258,132,coupon,500
259,133,coupon,800
260,133,coupon,100
261,134,bank_transfer,500
262,135,gift_card,100
263,136,bank_transfer,600
264,136,bank_transfer,200
265,136,credit_card,200
266,137,gift_card,500
267,137,gift_card,400
268,138,coupon,300
269,139,bank_transfer,100
270,139,credit_card,600
271,140,credit_card,200
272,141,gift_card,700
273,142,gift_card,200
274,143,coupon,500
275,143,bank_transfer,100
276,143,bank_transfer,200
277,144,gift_card,400
278,144,gift_card,400
279,145,bank_transfer,700
280,145,credit_card,200
281,146,coupon,400
282,146,coupon,400
283,146,coupon,100
284,147,credit_card,600
285,147,coupon,200
286,148,bank_transfer,100
287,149,bank_transfer,300
288,149,gift_card,400
289,150,coupon,700
290,150,credit_card,200
291,150,coupon,100
292,151,bank_transfer,100
293,152,gift_card,200
294,152,gift_card,200
295,152,bank_transfer,300
296,153,coupon,700
297,153,coupon,100
298,153,coupon,200
299,154,coupon,600
300,155,coupon,800
301,156,credit_card,800
302,156,credit_card,100
303,156,bank_transfer,100
304,157,credit_card,600
305,158,credit_card,200
306,158,bank_transfer,100
307,159,credit_card,100
308,160,coupon,100
309,160,coupon,800
310,160,credit_card,100
311,161,coupon,600
312,161,bank_transfer,100
313,161,gift_card,300
314,162,coupon,100
315,162,gift_card,800
316,162,credit_card,100
317,163,coupon,100
318,163,bank_transfer,500
319,163,credit_card,100
320,164,gift_card,300
321,164,coupon,200
322,164,coupon,200
323,165,gift_card,500
324,166,credit_card,500
325,166,gift_card,300
326,166,coupon,100
327,167,gift_card,400
328,168,credit_card,100
329,169,credit_card,500
330,169,bank_transfer,200
331,169,credit_card,100
332,170,coupon,400
333,171,credit_card,100
334,171,coupon,100
335,171,credit_card,400
336,172,gift_card,400
337,172,bank_transfer,100
338,172,credit_card,300
339,173,gift_card,700
340,173,bank_transfer,200
341,173,coupon,100
342,174,coupon,700
343,174,credit_card,200
344,174,bank_transfer,100
345,175,bank_transfer,300
346,175,bank_transfer,400
347,176,coupon,100
348,176,bank_transfer,800
349,176,coupon,100
350,177,credit_card,200
351,177,gift_card,300
352,177,bank_transfer,400
353,178,coupon,600
354,178,coupon,200
355,178,credit_card,100
356,179,credit_card,100
357,179,bank_transfer,600
358,179,credit_card,300
359,180,gift_card,100
360,180,gift_card,800
361,181,bank_transfer,800
362,181,gift_card,100
363,182,credit_card,800
364,182,gift_card,100
365,182,credit_card,100
366,183,gift_card,800
367,183,bank_transfer,100
368,183,credit_card,100
369,184,coupon,100
370,185,credit_card,100
371,185,bank_transfer,600
372,186,coupon,800
373,187,credit_card,400
374,188,coupon,400
375,188,credit_card,400
376,188,bank_transfer,200
377,189,credit_card,400
378,190,coupon,200
379,190,bank_transfer,600
380,191,bank_transfer,100
381,191,coupon,800
382,192,gift_card,800
383,193,gift_card,300
384,194,gift_card,500
385,194,gift_card,200
386,194,credit_card,100
387,195,coupon,200
388,196,gift_card,400
389,196,credit_card,400
390,196,gift_card,200
391,197,bank_transfer,800
392,198,bank_transfer,200
393,198,gift_card,100
394,199,credit_card,100
395,200,gift_card,200
396,200,bank_transfer,400
397,201,coupon,700
398,201,bank_transfer,200
399,201,bank_transfer,100
400,202,gift_card,700
401,203,bank_transfer,700
402,203,gift_card,200
403,203,coupon,100
404,204,credit_card,600
405,204,bank_transfer,100
406,204,coupon,200
407,205,gift_card,700
408,205,coupon,100
409,205,coupon,200
410,206,credit_card,800
411,206,bank_transfer,100
412,207,bank_transfer,400
413,208,credit_card,800
414,209,gift_card,800
415,209,bank_transfer,100
416,210,bank_transfer,100
417,210,credit_card,500
418,210,bank_transfer,100
419,211,coupon,200
420,211,gift_card,700
421,211,gift_card,100
422,212,bank_transfer,600
423,212,bank_transfer,100
424,212,bank_transfer,100
425,213,gift_card,600
426,214,bank_transfer,100
427,215,coupon,500
428,215,credit_card,300
429,216,gift_card,400
430,216,coupon,100
431,216,credit_card,300
432,217,credit_card,400
433,217,credit_card,300
434,218,gift_card,300
435,218,bank_transfer,500
436,218,bank_transfer,100
437,219,gift_card,200
438,219,credit_card,100
439,220,bank_transfer,300
440,220,gift_card,500
441,221,bank_transfer,500
442,221,coupon,200
443,221,gift_card,100
444,222,coupon,600
445,223,bank_transfer,200
446,223,bank_transfer,100
447,224,credit_card,100
448,224,bank_transfer,600
449,225,coupon,300
450,225,gift_card,400
451,226,gift_card,100
452,226,gift_card,400
453,226,credit_card,500
454,227,gift_card,500
455,227,bank_transfer,400
456,227,coupon,100
457,228,coupon,600
458,228,credit_card,100
459,229,gift_card,500
460,229,gift_card,400
461,230,credit_card,200
462,230,credit_card,100
463,231,coupon,700
464,232,gift_card,100
465,233,gift_card,700
466,233,bank_transfer,100
467,234,credit_card,300
468,235,credit_card,100
469,235,bank_transfer,500
470,235,gift_card,200
471,236,coupon,200
472,236,credit_card,400
473,236,gift_card,100
474,237,gift_card,200
475,238,coupon,700
476,238,credit_card,100
477,238,gift_card,200
478,239,bank_transfer,300
479,240,gift_card,600
480,241,bank_transfer,200
481,241,coupon,400
482,242,gift_card,100
483,242,credit_card,400
484,242,coupon,100
485,243,credit_card,200
486,243,coupon,300
487,244,gift_card,800
488,244,gift_card,100
489,245,credit_card,800
490,245,bank_transfer,100
491,246,bank_transfer,200
492,247,coupon,300
493,247,bank_transfer,500
494,247,gift_card,200
495,248,coupon,400
496,248,credit_card,400
497,249,bank_transfer,300
498,249,bank_transfer,400
499,249,coupon,100
500,250,gift_card,700
501,250,gift_card,200
502,251,gift_card,300
503,251,coupon,400
504,252,coupon,300
505,252,credit_card,300
506,252,gift_card,400
507,253,gift_card,200
508,253,bank_transfer,300
509,253,gift_card,200
510,254,credit_card,800
511,255,coupon,500
512,255,coupon,300
513,256,bank_transfer,100
514,257,coupon,300
515,258,bank_transfer,200
516,258,bank_transfer,100
517,258,bank_transfer,400
518,259,credit_card,600
519,259,credit_card,200
520,260,bank_transfer,700
521,260,credit_card,100
522,261,credit_card,200
523,262,gift_card,300
524,262,coupon,200
525,262,coupon,300
526,263,credit_card,500
527,263,gift_card,400
528,263,coupon,100
529,264,gift_card,300
530,265,gift_card,600
531,265,gift_card,200
532,266,credit_card,600
533,266,gift_card,100
534,267,coupon,100
535,268,coupon,800
536,268,bank_transfer,100
537,269,coupon,100
538,270,coupon,500
539,271,coupon,300
540,271,gift_card,500
541,271,gift_card,100
542,272,gift_card,500
543,272,gift_card,200
544,273,gift_card,600
545,273,gift_card,100
546,273,gift_card,100
547,274,coupon,100
548,274,gift_card,400
549,274,credit_card,100
550,275,gift_card,300
551,275,coupon,400
552,275,credit_card,100
553,276,gift_card,500
554,276,gift_card,200
555,277,bank_transfer,200
556,277,gift_card,200
557,277,coupon,600
558,278,credit_card,100
559,278,bank_transfer,400
560,279,gift_card,200
561,280,bank_transfer,800
562,281,bank_transfer,500
563,281,coupon,400
564,281,credit_card,100
565,282,gift_card,600
566,283,coupon,300
567,284,gift_card,300
568,285,bank_transfer,100
569,285,coupon,800
570,286,credit_card,100
571,286,credit_card,600
572,287,coupon,800
573,288,credit_card,700
574,289,bank_transfer,300
575,289,credit_card,300
576,289,coupon,300
577,290,gift_card,300
578,290,coupon,600
579,290,gift_card,100
580,291,credit_card,200
581,291,credit_card,700
582,292,gift_card,100
583,292,coupon,100
584,293,bank_transfer,400
585,294,bank_transfer,400
586,294,coupon,300
587,294,gift_card,200
588,295,coupon,200
589,296,gift_card,800
590,297,credit_card,600
591,297,gift_card,200
592,298,gift_card,400
593,298,credit_card,400
594,298,gift_card,200
595,299,coupon,700
596,300,gift_card,800
597,300,bank_transfer,100
598,301,gift_card,200
599,302,gift_card,500
600,303,bank_transfer,600
601,303,coupon,100
602,304,coupon,400
603,305,credit_card,200
604,305,gift_card,500
605,305,bank_transfer,200
606,306,credit_card,800
607,307,credit_card,100
608,307,gift_card,700
609,308,gift_card,100
610,309,gift_card,300
611,309,coupon,200
612,309,coupon,100
613,310,credit_card,200
614,310,coupon,300
615,311,gift_card,300
616,312,credit_card,400
617,312,coupon,300
618,313,bank_transfer,600
619,314,coupon,600
620,314,bank_transfer,100
621,315,coupon,100
622,315,bank_transfer,100
623,315,gift_card,100
624,316,coupon,100
625,316,coupon,600
626,317,coupon,400
627,318,gift_card,700
628,318,coupon,100
629,319,coupon,600
630,320,credit_card,600
631,320,coupon,100
632,321,coupon,700
633,322,credit_card,300
634,322,gift_card,100
635,323,bank_transfer,500
636,323,gift_card,200
637,324,coupon,600
638,324,coupon,300
639,324,bank_transfer,100
640,325,bank_transfer,700
641,326,credit_card,700
642,327,credit_card,600
643,327,coupon,200
644,327,bank_transfer,200
645,328,gift_card,400
646,329,bank_transfer,200
647,330,credit_card,100
648,330,gift_card,300
649,331,coupon,300
650,332,credit_card,700
651,332,bank_transfer,200
652,333,credit_card,600
653,333,credit_card,300
654,334,gift_card,500
655,334,gift_card,200
656,335,gift_card,500
657,336,coupon,200
658,336,gift_card,100
659,336,credit_card,300
660,337,coupon,300
661,338,credit_card,100
662,338,credit_card,300
663,338,coupon,300
664,339,gift_card,700
665,339,gift_card,200
666,339,coupon,100
667,340,bank_transfer,800
668,340,coupon,100
669,341,coupon,500
670,341,bank_transfer,200
671,341,credit_card,200
672,342,bank_transfer,400
673,342,gift_card,300
674,343,credit_card,800
675,343,credit_card,100
676,343,credit_card,100
677,344,gift_card,300
678,345,coupon,600
679,345,gift_card,100
680,346,bank_transfer,600
681,347,credit_card,400
682,347,bank_transfer,300
683,347,bank_transfer,200
684,348,credit_card,600
685,348,bank_transfer,100
686,348,gift_card,200
687,349,gift_card,400
688,349,gift_card,100
689,349,bank_transfer,400
690,350,bank_transfer,400
691,351,credit_card,500
692,352,coupon,300
693,352,coupon,400
694,352,gift_card,200
695,353,coupon,800
696,353,gift_card,100
697,353,bank_transfer,100
698,354,credit_card,200
699,355,bank_transfer,800
700,355,bank_transfer,100
701,356,coupon,100
702,357,bank_transfer,700
703,357,gift_card,200
704,358,credit_card,700
705,358,gift_card,200
706,358,gift_card,100
707,359,bank_transfer,600
708,359,coupon,300
709,359,credit_card,100
710,360,coupon,200
711,361,credit_card,600
712,361,credit_card,300
713,361,credit_card,100
714,362,gift_card,400
715,362,gift_card,400
716,362,gift_card,200
717,363,gift_card,100
718,363,bank_transfer,300
719,364,bank_transfer,400
720,365,gift_card,300
721,365,coupon,200
722,366,coupon,200
723,367,credit_card,200
724,368,bank_transfer,300
725,369,bank_transfer,600
726,369,bank_transfer,300
727,370,coupon,400
728,371,bank_transfer,500
729,372,gift_card,500
730,372,gift_card,200
731,373,bank_transfer,600
732,374,coupon,300
733,374,bank_transfer,600
734,374,coupon,100
735,375,gift_card,200
736,375,bank_transfer,200
737,376,coupon,400
738,376,coupon,100
739,376,coupon,200
740,377,bank_transfer,100
741,378,coupon,600
742,379,coupon,300
743,379,gift_card,600
744,380,coupon,600
745,380,credit_card,200
746,380,coupon,200
747,381,coupon,400
748,382,credit_card,700
749,383,bank_transfer,500
750,384,bank_transfer,500
751,384,coupon,300
752,385,credit_card,300
753,385,bank_transfer,400
754,386,bank_transfer,400
755,387,gift_card,100
756,387,gift_card,600
757,387,credit_card,100
758,388,bank_transfer,600
759,388,gift_card,300
760,388,gift_card,100
761,389,credit_card,300
762,390,credit_card,300
763,390,coupon,300
764,390,credit_card,100
765,391,credit_card,600
766,391,bank_transfer,200
767,392,credit_card,500
768,392,coupon,200
769,392,coupon,200
770,393,coupon,400
771,393,gift_card,300
772,394,coupon,400
773,395,bank_transfer,800
774,396,bank_transfer,800
775,396,coupon,100
776,397,credit_card,500
777,398,coupon,100
778,399,coupon,100
779,399,bank_transfer,300
780,400,gift_card,600
781,400,gift_card,200
782,400,credit_card,100
783,401,gift_card,500
784,401,bank_transfer,400
785,402,credit_card,700
786,403,bank_transfer,700
787,403,credit_card,100
788,404,bank_transfer,100
789,404,gift_card,400
790,405,coupon,100
791,405,coupon,400
792,406,gift_card,100
793,406,credit_card,600
794,406,bank_transfer,300
795,407,coupon,200
796,407,bank_transfer,700
797,407,coupon,100
798,408,gift_card,600
799,409,gift_card,200
800,409,bank_transfer,500
801,410,gift_card,200
802,410,bank_transfer,300
803,411,bank_transfer,600
804,411,credit_card,200
805,411,gift_card,100
806,412,gift_card,200
807,412,bank_transfer,300
808,412,gift_card,100
809,413,credit_card,200
810,413,bank_transfer,600
811,414,bank_transfer,800
812,415,credit_card,400
813,415,bank_transfer,100
814,415,gift_card,400
815,416,bank_transfer,800
816,416,gift_card,100
817,416,credit_card,100
818,417,gift_card,800
819,417,coupon,100
820,418,bank_transfer,500
821,419,bank_transfer,800
822,419,credit_card,100
823,420,bank_transfer,200
824,420,coupon,200
825,420,bank_transfer,500
826,421,gift_card,200
827,422,bank_transfer,600
828,423,gift_card,700
829,423,gift_card,100
830,423,credit_card,100
831,424,bank_transfer,100
832,425,credit_card,800
833,426,coupon,400
834,426,coupon,300
835,426,gift_card,300
836,427,credit_card,300
837,427,gift_card,500
838,428,credit_card,500
839,429,bank_transfer,500
840,430,credit_card,700
841,431,coupon,300
842,431,credit_card,100
843,432,coupon,500
844,433,credit_card,200
845,433,credit_card,200
846,434,coupon,700
847,435,bank_transfer,600
848,436,bank_transfer,600
849,436,credit_card,100
850,436,coupon,100
851,437,coupon,600
852,437,gift_card,300
853,438,coupon,100
854,439,gift_card,500
855,439,bank_transfer,100
856,440,credit_card,200
857,440,coupon,300
858,440,credit_card,400
859,441,gift_card,700
860,441,credit_card,200
861,442,credit_card,400
862,442,bank_transfer,200
863,442,credit_card,400
864,443,credit_card,600
865,443,coupon,100
866,443,bank_transfer,200
867,444,gift_card,400
868,444,credit_card,400
869,444,bank_transfer,200
870,445,coupon,100
871,446,credit_card,600
872,446,coupon,200
873,446,bank_transfer,100
874,447,coupon,500
875,447,credit_card,200
876,447,gift_card,100
877,448,credit_card,600
878,448,coupon,200
879,449,credit_card,700
880,449,credit_card,200
881,450,gift_card,600
882,451,coupon,700
883,452,bank_transfer,100
884,452,credit_card,500
885,453,credit_card,100
886,453,gift_card,500
887,453,credit_card,300
888,454,coupon,700
889,454,credit_card,200
890,455,bank_transfer,800
891,456,credit_card,700
892,456,coupon,200
893,457,coupon,800
894,458,bank_transfer,100
895,458,credit_card,500
896,459,gift_card,100
897,459,credit_card,300
898,460,bank_transfer,100
899,460,credit_card,400
900,461,coupon,800
901,461,coupon,100
902,462,credit_card,100
903,462,bank_transfer,400
904,462,bank_transfer,200
905,463,bank_transfer,100
906,463,gift_card,600
907,463,bank_transfer,300
908,464,gift_card,400
909,464,bank_transfer,100
910,464,coupon,400
911,465,credit_card,300
912,466,credit_card,700
913,466,coupon,200
914,467,credit_card,300
915,468,gift_card,200
916,468,gift_card,600
917,469,coupon,400
918,469,bank_transfer,300
919,469,gift_card,300
920,470,coupon,600
921,471,coupon,400
922,472,gift_card,100
923,472,bank_transfer,100
924,472,coupon,800
925,473,coupon,300
926,474,bank_transfer,500
927,474,coupon,300
928,474,bank_transfer,200
929,475,gift_card,800
930,475,gift_card,100
931,476,coupon,100
932,476,gift_card,800
933,477,gift_card,200
934,477,bank_transfer,400
935,477,credit_card,200
936,478,credit_card,700
937,478,coupon,100
938,478,coupon,200
939,479,gift_card,600
940,480,credit_card,800
941,481,gift_card,500
942,481,bank_transfer,300
943,482,coupon,700
944,483,bank_transfer,300
945,483,gift_card,100
946,484,credit_card,700
947,484,credit_card,200
948,485,gift_card,100
949,486,credit_card,500
950,487,bank_transfer,400
951,487,gift_card,400
952,488,coupon,100
953,488,gift_card,500
954,488,coupon,100
955,489,credit_card,400
956,489,gift_card,100
957,490,bank_transfer,200
958,490,coupon,100
959,491,coupon,200
960,492,coupon,300
961,492,gift_card,200
962,492,gift_card,300
963,493,coupon,400
964,494,coupon,100
965,495,coupon,200
966,495,coupon,400
967,496,credit_card,600
968,496,gift_card,100
969,496,bank_transfer,100
970,497,bank_transfer,300
971,497,coupon,400
972,498,bank_transfer,700
973,499,bank_transfer,300
974,499,bank_transfer,300
975,500,gift_card,600
976,501,gift_card,100
977,501,gift_card,600
978,501,coupon,100
979,502,gift_card,300
980,503,credit_card,300
981,503,gift_card,100
982,504,coupon,800
983,505,bank_transfer,700
984,505,coupon,200
985,506,bank_transfer,600
986,507,coupon,800
987,507,bank_transfer,100
988,508,gift_card,800
989,508,bank_transfer,100
990,509,gift_card,700
991,509,credit_card,200
992,509,coupon,100
993,510,credit_card,600
994,510,coupon,200
995,511,credit_card,600
996,512,bank_transfer,700
997,512,credit_card,200
998,513,bank_transfer,400
999,513,coupon,300
1000,514,coupon,200
1001,514,credit_card,100
1002,515,gift_card,800
1003,516,gift_card,300
1004,517,bank_transfer,400
1005,517,bank_transfer,400
1006,518,credit_card,100
1007,518,coupon,500
1008,518,gift_card,300
1009,519,gift_card,300
1010,519,bank_transfer,200
1011,519,credit_card,200
1012,520,gift_card,100
1013,521,credit_card,100
1014,522,credit_card,800
1015,522,bank_transfer,100
1016,522,gift_card,100
1017,523,coupon,300
1018,524,coupon,700
1019,524,gift_card,100
1020,524,coupon,200
1021,525,gift_card,400
1022,525,bank_transfer,500
1023,526,coupon,200
1024,526,bank_transfer,600
1025,526,coupon,100
1026,527,gift_card,200
1027,527,credit_card,500
1028,527,bank_transfer,200
1029,528,bank_transfer,300
1030,529,coupon,700
1031,529,credit_card,200
1032,530,bank_transfer,500
1033,530,coupon,100
1034,531,credit_card,800
1035,531,credit_card,100
1036,531,credit_card,100
1037,532,coupon,300
1038,532,bank_transfer,300
1039,533,credit_card,400
1040,534,coupon,300
1041,535,credit_card,500
1042,535,gift_card,200
1043,536,credit_card,200
1044,536,credit_card,200
1045,536,bank_transfer,400
1046,537,bank_transfer,600
1047,537,gift_card,100
1048,537,bank_transfer,100
1049,538,bank_transfer,200
1050,538,gift_card,500
1051,539,credit_card,500
1052,539,bank_transfer,100
1053,540,coupon,500
1054,541,credit_card,800
1055,541,coupon,100
1056,541,bank_transfer,100
1057,542,credit_card,300
1058,542,bank_transfer,100
1059,542,credit_card,300
1060,543,credit_card,500
1061,543,credit_card,300
1062,544,coupon,500
1063,544,credit_card,200
1064,545,bank_transfer,700
1065,545,bank_transfer,200
1066,546,credit_card,600
1067,547,coupon,600
1068,547,credit_card,100
1069,547,gift_card,100
1070,548,credit_card,400
1071,548,bank_transfer,400
1072,548,gift_card,100
1073,549,coupon,600
1074,549,bank_transfer,100
1075,549,bank_transfer,300
1076,550,bank_transfer,600
1077,551,bank_transfer,800
1078,551,coupon,100
1079,552,bank_transfer,300
1080,553,credit_card,500
1081,553,bank_transfer,300
1082,553,bank_transfer,100
1083,554,coupon,700
1084,555,credit_card,400
1085,556,gift_card,600
1086,557,coupon,800
1087,557,bank_transfer,100
1088,557,bank_transfer,100
1089,558,credit_card,300
1090,558,coupon,200
1091,558,credit_card,500
1092,559,credit_card,700
1093,559,gift_card,100
1094,560,coupon,200
1095,560,gift_card,100
1096,561,credit_card,200
1097,561,coupon,400
1098,562,bank_transfer,800
1099,562,coupon,100
1100,563,bank_transfer,700
1101,563,coupon,200
1102,564,credit_card,800
1103,565,credit_card,300
1104,565,bank_transfer,100
1105,566,gift_card,200
1106,567,credit_card,600
1107,567,credit_card,100
1108,568,credit_card,300
1109,569,credit_card,400
1110,570,coupon,200
1111,570,coupon,700
1112,571,coupon,200
1113,571,gift_card,100
1114,571,coupon,500
1115,572,credit_card,700
1116,572,gift_card,200
1117,572,gift_card,100
1118,573,credit_card,200
1119,574,credit_card,400
1120,574,gift_card,500
1121,575,gift_card,100
1122,575,credit_card,300
1123,576,gift_card,500
1124,577,bank_transfer,300
1125,578,credit_card,400
1126,578,credit_card,300
1127,578,bank_transfer,100
1128,579,credit_card,600
1129,579,bank_transfer,100
1130,580,bank_transfer,600
1131,580,credit_card,300
1132,580,gift_card,100
1133,581,bank_transfer,600
1134,581,credit_card,300
1135,582,bank_transfer,500
1136,582,bank_transfer,100
1137,582,bank_transfer,300
1138,583,credit_card,500
1139,583,gift_card,400
1140,584,bank_transfer,500
1141,585,gift_card,200
1142,585,coupon,100
1143,586,gift_card,800
1144,586,gift_card,100
1145,587,credit_card,200
1146,588,gift_card,700
1147,589,gift_card,700
1148,590,credit_card,800
1149,590,coupon,100
1150,591,gift_card,300
1151,592,gift_card,700
1152,592,gift_card,100
1153,593,coupon,700
1154,593,coupon,100
1155,593,bank_transfer,100
1156,594,credit_card,100
1157,595,credit_card,800
1158,596,bank_transfer,600
1159,596,gift_card,100
1160,597,credit_card,800
1161,597,credit_card,100
1162,598,coupon,200
1163,598,bank_transfer,500
1164,599,coupon,500
1165,600,bank_transfer,800
1166,600,credit_card,100
1167,600,bank_transfer,100
1168,601,coupon,200
1169,601,bank_transfer,400
1170,602,bank_transfer,500
1171,603,gift_card,400
1172,604,coupon,400
1173,604,credit_card,500
1174,605,coupon,800
1175,606,coupon,500
1176,606,bank_transfer,100
1177,607,coupon,500
1178,608,bank_transfer,700
1179,609,gift_card,500
1180,609,coupon,400
1181,609,gift_card,100
1182,610,credit_card,500
1183,610,coupon,100
1184,611,bank_transfer,300
1185,612,gift_card,600
1186,612,credit_card,300
1187,612,credit_card,100
1188,613,gift_card,400
1189,614,credit_card,100
1190,615,credit_card,500
1191,615,bank_transfer,400
1192,616,credit_card,100
1193,617,bank_transfer,400
1194,618,gift_card,100
1195,618,bank_transfer,800
1196,619,coupon,700
1197,620,bank_transfer,100
1198,620,bank_transfer,700
1199,620,coupon,200
1200,621,credit_card,200
1201,622,gift_card,300
1202,622,gift_card,600
1203,623,bank_transfer,600
1204,623,bank_transfer,200
1205,623,credit_card,100
1206,624,bank_transfer,700
1207,625,bank_transfer,500
1208,625,gift_card,300
1209,625,bank_transfer,200
1210,626,credit_card,500
1211,626,bank_transfer,200
1212,626,credit_card,200
1213,627,bank_transfer,800
1214,628,gift_card,100
1215,629,bank_transfer,100
1216,629,gift_card,400
1217,630,credit_card,100
1218,630,gift_card,800
1219,630,credit_card,100
1220,631,bank_transfer,800
1221,632,gift_card,800
