id,user_id,order_date,status
222,217,2022-10-16,placed
223,106,2022-10-14,completed
224,183,2022-10-13,return_pending
225,99,2022-10-21,placed
226,112,2022-10-14,completed
227,115,2022-10-23,returned
228,32,2022-10-17,shipped
229,180,2022-10-21,returned
230,186,2022-10-21,return_pending
231,295,2022-10-14,placed
232,150,2022-10-21,completed
233,186,2022-10-15,placed
234,293,2022-10-13,placed
235,17,2022-10-15,placed
236,4,2022-10-15,placed
237,212,2022-10-18,return_pending
238,222,2022-10-24,shipped
239,155,2022-10-14,return_pending
240,125,2022-10-16,shipped
241,43,2022-10-19,return_pending
242,199,2022-10-13,shipped
243,148,2022-10-23,completed
244,186,2022-10-13,return_pending
245,80,2022-10-17,completed
246,8,2022-10-17,placed
247,53,2022-10-15,returned
248,156,2022-10-20,placed
249,17,2022-10-24,returned
250,62,2022-10-13,shipped
251,112,2022-10-12,completed
252,271,2022-10-12,completed
253,85,2022-10-14,shipped
254,171,2022-10-24,returned
255,167,2022-10-16,shipped
256,116,2022-10-19,return_pending
257,28,2022-10-20,returned
258,238,2022-10-12,returned
259,54,2022-10-22,completed
260,214,2022-10-19,returned
261,208,2022-10-14,shipped
262,113,2022-10-23,placed
263,281,2022-10-13,return_pending
264,253,2022-10-19,placed
265,170,2022-10-24,completed
266,37,2022-10-14,returned
267,78,2022-10-13,completed
268,133,2022-10-12,returned
269,99,2022-10-19,completed
270,89,2022-10-19,completed
271,247,2022-10-21,placed
272,69,2022-10-14,return_pending
273,74,2022-10-19,shipped
274,27,2022-10-19,shipped
275,145,2022-10-15,completed
276,218,2022-10-24,return_pending
277,183,2022-10-24,returned
278,29,2022-10-23,completed
279,78,2022-10-15,placed
280,220,2022-10-15,returned
281,236,2022-10-24,shipped
282,238,2022-10-19,shipped
283,237,2022-10-24,shipped
284,195,2022-10-23,completed
285,19,2022-10-17,return_pending
286,74,2022-10-24,shipped
287,123,2022-10-20,returned
288,293,2022-10-24,placed
289,163,2022-10-21,placed
290,3,2022-10-24,placed
291,74,2022-10-15,placed
292,252,2022-10-15,shipped
293,80,2022-10-12,shipped
294,125,2022-10-24,placed
295,168,2022-10-21,returned
296,113,2022-10-19,shipped
297,43,2022-10-23,completed
298,278,2022-10-24,placed
299,102,2022-10-21,placed
300,232,2022-10-19,return_pending
301,142,2022-10-12,shipped
302,98,2022-10-16,return_pending
303,284,2022-10-19,completed
304,187,2022-10-17,shipped
305,42,2022-10-22,completed
306,292,2022-10-15,returned
307,81,2022-10-13,returned
308,290,2022-10-14,shipped
309,199,2022-10-16,placed
310,295,2022-10-24,completed
311,259,2022-10-15,shipped
312,133,2022-10-18,return_pending
313,200,2022-10-19,placed
314,117,2022-10-17,shipped
315,300,2022-10-16,completed
316,104,2022-10-15,placed
317,56,2022-10-14,returned
318,125,2022-10-21,completed
319,236,2022-10-16,placed
320,201,2022-10-22,completed
321,169,2022-10-19,returned
322,23,2022-10-15,completed
323,190,2022-10-23,returned
324,206,2022-10-13,placed
325,28,2022-10-20,returned
326,269,2022-10-15,completed
327,103,2022-10-23,shipped
328,225,2022-10-20,completed
329,152,2022-10-22,return_pending
330,300,2022-10-24,return_pending
331,135,2022-10-24,returned
332,211,2022-10-14,completed
333,124,2022-10-16,returned
334,197,2022-10-16,returned
335,158,2022-10-18,return_pending
336,147,2022-10-22,return_pending
337,88,2022-10-17,shipped
338,127,2022-10-18,shipped
339,31,2022-10-22,return_pending
340,194,2022-10-14,placed
341,46,2022-10-17,completed
342,145,2022-10-19,shipped
343,140,2022-10-19,shipped
344,76,2022-10-20,return_pending
345,296,2022-10-17,returned
346,27,2022-10-23,returned
347,289,2022-10-24,placed
348,110,2022-10-16,placed
349,153,2022-10-18,placed
350,105,2022-10-23,shipped
351,41,2022-10-14,returned
352,92,2022-10-22,completed
353,165,2022-10-22,shipped
354,32,2022-10-17,return_pending
355,46,2022-10-16,return_pending
356,272,2022-10-23,return_pending
357,55,2022-10-24,return_pending
358,65,2022-10-20,completed
359,263,2022-10-21,returned
360,179,2022-10-18,shipped
361,248,2022-10-16,shipped
362,283,2022-10-12,returned
363,201,2022-10-12,completed
364,166,2022-10-12,completed
365,116,2022-10-23,shipped
366,131,2022-10-13,return_pending
367,64,2022-10-24,return_pending
368,171,2022-10-22,completed
369,161,2022-10-24,placed
370,51,2022-10-18,shipped
371,145,2022-10-15,placed
372,125,2022-10-14,return_pending
373,128,2022-10-23,returned
374,251,2022-10-23,completed
375,73,2022-10-21,placed
376,87,2022-10-13,return_pending
377,220,2022-10-22,returned
378,22,2022-10-17,completed
379,45,2022-10-14,completed
380,208,2022-10-23,return_pending
381,22,2022-10-23,shipped
382,285,2022-10-16,returned
383,20,2022-10-24,returned
384,213,2022-10-18,return_pending
385,6,2022-10-21,returned
386,240,2022-10-21,returned
387,229,2022-10-22,return_pending
388,150,2022-10-19,placed
389,140,2022-10-19,placed
390,126,2022-10-21,shipped
391,26,2022-10-16,return_pending
392,20,2022-10-14,placed
393,19,2022-10-14,returned
394,84,2022-10-12,completed
395,62,2022-10-17,return_pending
396,154,2022-10-16,shipped
397,37,2022-10-22,shipped
398,272,2022-10-23,shipped
399,278,2022-10-22,return_pending
400,35,2022-10-20,placed
401,62,2022-10-21,returned
402,103,2022-10-17,completed
403,296,2022-10-16,return_pending
404,214,2022-10-24,return_pending
405,167,2022-10-24,return_pending
406,248,2022-10-18,returned
407,242,2022-10-20,completed
408,74,2022-10-21,completed
409,174,2022-10-19,shipped
410,161,2022-10-12,shipped
411,56,2022-10-13,placed
412,81,2022-10-16,shipped
413,268,2022-10-12,placed
414,235,2022-10-14,shipped
415,257,2022-10-15,returned
416,170,2022-10-19,returned
417,253,2022-10-20,return_pending
418,158,2022-10-17,returned
419,37,2022-10-20,return_pending
420,266,2022-10-14,return_pending
421,111,2022-10-23,returned
422,272,2022-10-17,returned
423,132,2022-10-15,completed
424,16,2022-10-17,completed
425,241,2022-10-23,placed
426,284,2022-10-20,returned
427,225,2022-10-24,placed
428,44,2022-10-22,placed
429,62,2022-10-24,returned
430,138,2022-10-19,placed
431,105,2022-10-14,return_pending
432,160,2022-10-21,placed
433,200,2022-10-23,placed
434,226,2022-10-21,placed
435,247,2022-10-13,completed
436,186,2022-10-19,return_pending
437,130,2022-10-14,shipped
438,96,2022-10-16,return_pending
439,129,2022-10-13,returned
440,269,2022-10-19,returned
441,137,2022-10-24,placed
442,298,2022-10-14,placed
443,260,2022-10-16,placed
444,127,2022-10-12,return_pending
445,56,2022-10-23,return_pending
446,292,2022-10-15,placed
447,35,2022-10-14,placed
448,266,2022-10-12,return_pending
449,209,2022-10-12,completed
450,265,2022-10-24,placed
451,272,2022-10-14,returned
452,76,2022-10-22,returned
453,295,2022-10-23,shipped
454,27,2022-10-17,placed
455,77,2022-10-24,completed
456,126,2022-10-24,returned
457,112,2022-10-16,shipped
458,22,2022-10-20,return_pending
459,286,2022-10-19,returned
460,241,2022-10-17,completed
461,146,2022-10-17,placed
462,253,2022-10-19,shipped
463,22,2022-10-12,completed
464,231,2022-10-18,completed
465,116,2022-10-22,completed
466,266,2022-10-15,shipped
467,58,2022-10-20,return_pending
468,217,2022-10-18,placed
469,34,2022-10-19,return_pending
470,243,2022-10-19,returned
471,242,2022-10-18,shipped
472,11,2022-10-17,completed
473,289,2022-10-19,shipped
474,252,2022-10-17,return_pending
475,295,2022-10-15,returned
476,244,2022-10-18,returned
477,57,2022-10-22,placed
478,212,2022-10-13,return_pending
479,194,2022-10-18,completed
480,258,2022-10-18,placed
481,94,2022-10-20,return_pending
482,43,2022-10-15,returned
483,13,2022-10-17,placed
484,256,2022-10-20,returned
485,284,2022-10-13,shipped
486,263,2022-10-22,returned
487,166,2022-10-13,placed
488,22,2022-10-19,placed
489,264,2022-10-24,return_pending
490,34,2022-10-16,shipped
491,147,2022-10-18,return_pending
492,235,2022-10-22,completed
493,39,2022-10-24,completed
494,15,2022-10-13,placed
495,150,2022-10-14,returned
496,180,2022-10-23,completed
497,90,2022-10-21,returned
498,135,2022-10-19,shipped
499,199,2022-10-20,placed
500,191,2022-10-17,returned
501,249,2022-10-12,shipped
502,33,2022-10-23,completed
503,219,2022-10-16,completed
504,226,2022-10-13,completed
505,39,2022-10-15,returned
506,23,2022-10-18,placed
507,257,2022-10-21,completed
508,195,2022-10-20,shipped
509,160,2022-10-24,returned
510,198,2022-10-20,placed
511,109,2022-10-23,return_pending
512,287,2022-10-13,returned
513,4,2022-10-15,placed
514,35,2022-10-16,shipped
515,172,2022-10-19,return_pending
516,50,2022-10-21,placed
517,45,2022-10-24,return_pending
518,120,2022-10-23,completed
519,54,2022-10-15,return_pending
520,64,2022-10-23,shipped
521,236,2022-10-18,completed
522,28,2022-10-17,completed
523,240,2022-10-23,shipped
524,87,2022-10-22,returned
525,152,2022-10-24,completed
526,180,2022-10-12,returned
527,142,2022-10-13,return_pending
528,154,2022-10-17,return_pending
529,73,2022-10-24,returned
530,164,2022-10-19,placed
531,94,2022-10-14,shipped
532,136,2022-10-12,completed
533,300,2022-10-16,completed
534,112,2022-10-12,return_pending
535,216,2022-10-23,returned
536,250,2022-10-19,returned
537,141,2022-10-20,returned
538,280,2022-10-15,return_pending
539,261,2022-10-24,return_pending
540,157,2022-10-15,completed
541,2,2022-10-22,placed
542,217,2022-10-18,return_pending
543,58,2022-10-18,returned
544,13,2022-10-16,placed
545,239,2022-10-22,completed
546,99,2022-10-14,shipped
547,86,2022-10-15,shipped
548,298,2022-10-18,completed
549,273,2022-10-16,return_pending
550,173,2022-10-14,placed
551,196,2022-10-18,returned
552,52,2022-10-16,completed
553,114,2022-10-17,returned
554,177,2022-10-22,completed
555,250,2022-10-19,returned
556,38,2022-10-22,return_pending
557,1,2022-10-17,placed
558,295,2022-10-12,placed
559,241,2022-10-12,shipped
560,52,2022-10-15,shipped
561,262,2022-10-18,shipped
562,240,2022-10-21,shipped
563,36,2022-10-22,completed
564,180,2022-10-13,shipped
565,198,2022-10-24,completed
566,29,2022-10-15,return_pending
567,257,2022-10-24,returned
568,102,2022-10-13,completed
569,277,2022-10-24,placed
570,75,2022-10-17,shipped
571,29,2022-10-20,returned
572,150,2022-10-22,placed
573,206,2022-10-16,completed
574,253,2022-10-23,returned
575,90,2022-10-24,completed
576,157,2022-10-22,placed
577,228,2022-10-21,shipped
578,141,2022-10-21,return_pending
579,84,2022-10-21,return_pending
580,149,2022-10-18,shipped
581,94,2022-10-18,completed
582,176,2022-10-19,completed
583,290,2022-10-20,placed
584,276,2022-10-18,completed
585,35,2022-10-21,return_pending
586,73,2022-10-22,placed
587,242,2022-10-18,return_pending
588,56,2022-10-23,completed
589,80,2022-10-22,placed
590,51,2022-10-18,placed
591,199,2022-10-15,shipped
592,206,2022-10-12,return_pending
593,220,2022-10-17,completed
594,275,2022-10-13,shipped
595,47,2022-10-22,shipped
596,209,2022-10-14,returned
597,116,2022-10-14,return_pending
598,31,2022-10-20,return_pending
599,7,2022-10-13,shipped
600,275,2022-10-17,shipped
601,203,2022-10-15,returned
602,293,2022-10-13,shipped
603,97,2022-10-14,return_pending
604,243,2022-10-13,shipped
605,281,2022-10-12,completed
606,255,2022-10-13,return_pending
607,58,2022-10-22,return_pending
608,270,2022-10-15,returned
609,277,2022-10-21,placed
610,70,2022-10-19,placed
611,283,2022-10-19,shipped
612,156,2022-10-24,return_pending
613,157,2022-10-20,return_pending
614,218,2022-10-13,completed
615,35,2022-10-12,shipped
616,58,2022-10-21,completed
617,201,2022-10-13,return_pending
618,94,2022-10-14,placed
619,223,2022-10-14,placed
620,242,2022-10-15,placed
621,175,2022-10-23,return_pending
622,82,2022-10-19,completed
623,142,2022-10-21,return_pending
624,180,2022-10-23,placed
625,139,2022-10-19,returned
626,84,2022-10-13,placed
627,171,2022-10-13,returned
628,130,2022-10-18,completed
629,150,2022-10-12,completed
630,292,2022-10-22,returned
631,219,2022-10-12,returned
632,202,2022-10-17,shipped
633,280,2022-10-22,completed
634,166,2022-10-21,shipped
635,4,2022-10-17,placed
636,54,2022-10-20,placed
637,252,2022-10-15,return_pending
638,73,2022-10-23,returned
639,155,2022-10-22,shipped
640,38,2022-10-24,return_pending
641,27,2022-10-12,shipped
642,213,2022-10-23,completed
643,184,2022-10-23,returned
644,240,2022-10-18,return_pending
645,204,2022-10-17,completed
646,264,2022-10-19,shipped
647,237,2022-10-24,placed
648,144,2022-10-17,return_pending
649,136,2022-10-16,shipped
650,298,2022-10-24,completed
651,39,2022-10-13,placed
652,178,2022-10-19,placed
653,65,2022-10-12,shipped
654,49,2022-10-23,placed
655,259,2022-10-22,completed
656,106,2022-10-17,placed
657,134,2022-10-18,return_pending
658,104,2022-10-19,return_pending
659,38,2022-10-24,return_pending
660,48,2022-10-20,shipped
661,35,2022-10-24,completed
662,225,2022-10-24,completed
663,296,2022-10-17,shipped
664,196,2022-10-13,shipped
665,72,2022-10-16,shipped
666,269,2022-10-22,return_pending
667,225,2022-10-15,completed
668,8,2022-10-18,return_pending
669,153,2022-10-16,placed
670,249,2022-10-23,return_pending
671,193,2022-10-24,returned
672,128,2022-10-19,returned
673,243,2022-10-15,shipped
674,180,2022-10-20,placed
675,252,2022-10-21,returned
676,236,2022-10-18,placed
677,285,2022-10-16,placed
678,137,2022-10-16,returned
679,230,2022-10-17,shipped
680,226,2022-10-19,return_pending
681,214,2022-10-13,shipped
682,262,2022-10-24,returned
683,277,2022-10-13,shipped
684,190,2022-10-12,placed
685,273,2022-10-24,returned
686,178,2022-10-17,returned
687,300,2022-10-20,returned
688,277,2022-10-24,completed
689,237,2022-10-22,return_pending
690,81,2022-10-12,return_pending
691,281,2022-10-18,return_pending
692,255,2022-10-17,placed
693,215,2022-10-18,placed
694,272,2022-10-16,completed
695,260,2022-10-15,returned
696,293,2022-10-20,return_pending
697,157,2022-10-12,completed
698,166,2022-10-20,returned
699,160,2022-10-24,return_pending
700,286,2022-10-15,completed
701,135,2022-10-15,completed
702,45,2022-10-13,shipped
703,48,2022-10-12,placed
704,168,2022-10-22,completed
705,250,2022-10-24,completed
706,281,2022-10-24,placed
707,170,2022-10-19,returned
708,239,2022-10-22,placed
709,253,2022-10-16,completed
710,124,2022-10-12,returned
711,229,2022-10-16,completed
712,111,2022-10-24,shipped
713,227,2022-10-15,placed
714,26,2022-10-24,completed
715,129,2022-10-23,return_pending
716,249,2022-10-20,shipped
717,86,2022-10-20,shipped
718,292,2022-10-17,shipped
719,125,2022-10-12,returned
720,22,2022-10-17,completed
721,80,2022-10-20,returned
722,37,2022-10-14,placed
723,106,2022-10-13,shipped
724,177,2022-10-19,completed
725,291,2022-10-19,returned
726,156,2022-10-19,return_pending
727,91,2022-10-15,completed
728,212,2022-10-17,completed
729,139,2022-10-24,shipped
730,165,2022-10-16,returned
731,267,2022-10-21,placed
732,79,2022-10-20,placed
733,146,2022-10-19,return_pending
734,38,2022-10-23,shipped
735,98,2022-10-18,shipped
736,193,2022-10-19,returned
737,44,2022-10-12,completed
738,269,2022-10-23,completed
739,164,2022-10-17,completed
740,155,2022-10-13,returned
741,11,2022-10-12,placed
742,101,2022-10-19,completed
743,253,2022-10-19,shipped
744,29,2022-10-18,returned
745,39,2022-10-21,shipped
746,283,2022-10-17,shipped
747,95,2022-10-22,completed
748,159,2022-10-23,placed
749,146,2022-10-16,returned
750,44,2022-10-17,placed
751,123,2022-10-16,completed
752,208,2022-10-20,returned
753,259,2022-10-23,completed
754,34,2022-10-17,shipped
755,115,2022-10-20,return_pending
756,299,2022-10-16,shipped
757,193,2022-10-16,placed
758,129,2022-10-22,completed
759,197,2022-10-22,shipped
760,246,2022-10-15,return_pending
761,221,2022-10-15,shipped
762,129,2022-10-22,returned
763,154,2022-10-14,completed
764,29,2022-10-20,placed
765,144,2022-10-21,placed
766,141,2022-10-24,completed
767,294,2022-10-12,returned
768,101,2022-10-15,placed
769,190,2022-10-22,returned
770,83,2022-10-12,returned
771,6,2022-10-23,shipped
772,51,2022-10-23,completed
773,172,2022-10-18,returned
774,69,2022-10-17,return_pending
775,209,2022-10-16,returned
776,78,2022-10-16,return_pending
777,124,2022-10-15,completed
778,65,2022-10-20,shipped
779,234,2022-10-18,shipped
780,214,2022-10-21,placed
781,245,2022-10-24,shipped
782,268,2022-10-20,completed
783,296,2022-10-12,return_pending
784,122,2022-10-20,completed
785,110,2022-10-19,placed
786,126,2022-10-18,completed
787,290,2022-10-18,return_pending
788,188,2022-10-16,returned
789,180,2022-10-20,completed
790,229,2022-10-14,shipped
791,280,2022-10-16,placed
792,1,2022-10-12,shipped
793,249,2022-10-16,returned
794,275,2022-10-22,return_pending
795,38,2022-10-15,return_pending
796,294,2022-10-21,placed
797,239,2022-10-17,completed
798,237,2022-10-23,return_pending
799,100,2022-10-14,returned
800,225,2022-10-15,completed
801,110,2022-10-17,placed
802,253,2022-10-24,placed
803,82,2022-10-12,placed
804,51,2022-10-17,completed
805,296,2022-10-21,returned
806,84,2022-10-14,shipped
807,214,2022-10-14,shipped
808,209,2022-10-24,completed
809,139,2022-10-19,return_pending
810,44,2022-10-12,completed
811,7,2022-10-16,returned
812,136,2022-10-19,completed
813,30,2022-10-18,shipped
814,91,2022-10-19,shipped
815,147,2022-10-18,returned
816,250,2022-10-24,shipped
817,300,2022-10-12,placed
818,227,2022-10-19,completed
819,65,2022-10-21,completed
820,139,2022-10-24,shipped
821,228,2022-10-14,completed
822,91,2022-10-17,completed
823,141,2022-10-22,returned
824,217,2022-10-17,return_pending
825,179,2022-10-17,completed
826,4,2022-10-22,shipped
827,112,2022-10-24,placed
828,165,2022-10-21,placed
829,237,2022-10-16,return_pending
830,83,2022-10-18,completed
831,241,2022-10-21,completed
832,231,2022-10-19,completed
833,276,2022-10-19,return_pending
834,9,2022-10-15,return_pending
835,126,2022-10-23,shipped
836,37,2022-10-21,completed
837,238,2022-10-22,completed
838,17,2022-10-20,returned
839,128,2022-10-23,shipped
840,43,2022-10-16,completed
841,7,2022-10-23,returned
842,297,2022-10-24,completed
843,70,2022-10-23,returned
844,175,2022-10-14,return_pending
845,52,2022-10-19,completed
846,74,2022-10-19,completed
847,181,2022-10-23,return_pending
848,206,2022-10-23,completed
849,101,2022-10-20,completed
850,284,2022-10-21,return_pending
851,180,2022-10-16,shipped
852,213,2022-10-23,completed
853,283,2022-10-17,placed
854,168,2022-10-15,shipped
855,179,2022-10-18,return_pending
856,1,2022-10-20,return_pending
857,209,2022-10-17,returned
858,140,2022-10-24,returned
859,298,2022-10-22,returned
860,51,2022-10-22,return_pending
861,145,2022-10-19,placed
862,190,2022-10-21,completed
863,155,2022-10-19,shipped
864,82,2022-10-23,shipped
865,147,2022-10-12,returned
866,87,2022-10-12,placed
867,144,2022-10-20,placed
868,165,2022-10-17,return_pending
869,150,2022-10-12,return_pending
870,170,2022-10-19,placed
871,134,2022-10-24,returned
872,70,2022-10-24,shipped
873,281,2022-10-12,placed
874,34,2022-10-24,placed
875,61,2022-10-16,placed
876,177,2022-10-20,shipped
877,180,2022-10-15,return_pending
878,201,2022-10-19,return_pending
879,193,2022-10-22,returned
880,286,2022-10-22,placed
881,231,2022-10-19,placed
882,206,2022-10-19,placed
883,140,2022-10-21,return_pending
884,123,2022-10-22,completed
885,106,2022-10-19,returned
886,35,2022-10-12,return_pending
887,60,2022-10-21,return_pending
888,115,2022-10-24,return_pending
889,216,2022-10-20,return_pending
890,28,2022-10-18,returned
891,154,2022-10-18,completed
892,111,2022-10-14,return_pending
893,78,2022-10-21,return_pending
894,97,2022-10-17,returned
895,14,2022-10-14,returned
896,151,2022-10-18,shipped
897,181,2022-10-19,placed
898,73,2022-10-22,returned
899,262,2022-10-22,returned
900,73,2022-10-24,return_pending
901,35,2022-10-17,shipped
902,212,2022-10-16,completed
903,17,2022-10-16,shipped
904,218,2022-10-23,completed
905,171,2022-10-14,return_pending
906,207,2022-10-18,return_pending
907,24,2022-10-20,placed
908,221,2022-10-16,returned
909,234,2022-10-22,placed
910,2,2022-10-13,returned
911,95,2022-10-24,returned
912,49,2022-10-16,return_pending
913,37,2022-10-22,returned
914,263,2022-10-23,return_pending
915,162,2022-10-15,placed
916,119,2022-10-13,placed
917,90,2022-10-19,completed
918,28,2022-10-20,completed
919,189,2022-10-16,return_pending
920,7,2022-10-12,returned
921,140,2022-10-14,return_pending
922,178,2022-10-14,returned
923,250,2022-10-20,return_pending
924,140,2022-10-14,return_pending
925,94,2022-10-19,placed
926,191,2022-10-16,completed
927,213,2022-10-20,completed
928,221,2022-10-20,placed
929,116,2022-10-22,placed
930,294,2022-10-15,returned
931,240,2022-10-12,shipped
932,282,2022-10-12,shipped
933,127,2022-10-14,shipped
934,189,2022-10-23,completed
935,192,2022-10-17,return_pending
936,73,2022-10-20,return_pending
937,2,2022-10-13,shipped
938,35,2022-10-16,placed
939,151,2022-10-13,return_pending
940,196,2022-10-22,returned
941,235,2022-10-24,completed
942,163,2022-10-12,completed
943,11,2022-10-13,return_pending
944,9,2022-10-17,placed
945,265,2022-10-13,returned
946,34,2022-10-22,return_pending
947,209,2022-10-23,return_pending
948,54,2022-10-20,return_pending
949,103,2022-10-17,shipped
950,54,2022-10-14,completed
951,50,2022-10-19,returned
952,102,2022-10-12,return_pending
953,251,2022-10-12,placed
954,203,2022-10-16,returned
955,253,2022-10-20,return_pending
956,237,2022-10-22,shipped
957,92,2022-10-20,returned
958,18,2022-10-19,completed
